index,isbn,book_title,book_author,Category,year_of_publication
82895,345310292,Illearth War / Thomas Covenant #02 (Chronicles of Thomas Covenant the Unbeliever),Stephen Donaldson,9,1978
82907,345310306,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book Three)",Stephen R. Donaldson,9,1979
82917,034531042X,Wounded Land (Second Chronicles of Thomas Covenant),Stephen R. Donaldson,"['Covenant, Thomas (Fictitious character)']",1981
82929,345316991,White Gold Wielder Chronicles 3 (Second Chronicles of Thomas Covenant),Stephen R Donaldson,"['Covenant, Thomas (Fictitious character)']",1984
82952,345370775,Jurassic Park,Michael Crichton,9,1999
83418,380558483,Pigeon,Jay Bennett,9,1983
83420,425121046,Demon Night,J. Michael Straczynski,['Fiction'],1990
83425,440206154,Red Dragon,Thomas Harris,9,2000
83790,441317502,Harp and the Blade,John Myers Myers,9,1985
83793,441366945,Imaginary Lands,Robin McKinley,9,1985
83797,451130448,Exocet,Jack Higgins,9,1984
83809,553266500,The Crib,Paul Kent,['Fiction'],1987
83811,679734058,Killing Mister Watson,Peter Matthiessen,['Fiction'],1991
83830,804102279,"The World, the Flesh and the Devil",Reay Tannahill,['Fiction'],1988
83831,812551389,"The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.)",Jack Whyte,['Fiction'],1996
83855,1558171398,Deadly Sleep,John Applegate,9,1988
83856,60242388,Shape Changer,Bill Brittain,9,1994
83859,553574833,So That Others May Live: Caroline Hebard & Her Search-And-Rescue Dogs,Hank Whittemore,9,1996
83863,915950839,How to Get Your Kid to Eat but Not Too Much,Ellyn Satter,['Health & Fitness'],1987
83865,20418809,CADDIE WOODLAWN,Carol Ryrie Brink,['Blind'],1970
83894,20435207,"House Of Dies Drear, The",Virginia Hamilton,['Young Adult Fiction'],1984
83904,60171510,A Feather on the Breath of God: A Novel,Sigrid Nunez,['Fiction'],1995
83906,60502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,['Fiction'],2002
84282,60971819,Dancing at the Rascal Fair: A Novel,Ivan Doig,['Fiction'],1988
84290,62740083,Emily Post on Weddings : Revised Edition,Elizabeth L. Post,9,1994
84292,64401847,Bridge to Terabithia,Katherine Paterson,['Juvenile Fiction'],1987
84372,64402967,Mandy (Julie Andrews Collection),Julie Andrews Edwards,['Juvenile Fiction'],1989
84394,70212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,['Fiction'],1989
84607,140017151,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Joscelin Grant Huxley,9,1981
84615,140149937,The Women of Deh Koh: Lives in an Iranian Village,Erika Friedl,['History'],1991
84621,140150706,Portable Jung (Viking Portable Library),Carl Gustav Jung,['Psychology'],1976
84624,140440399,History of the Peloponnesian War (Penguin Classics),Thucydides,['History'],1954
84632,140444750,Early Christian Writings: The Apostolic Fathers (Penguin Classics),Maxwell Staniforth,['Religion'],1987
84633,151000638,Baba: A Return to China upon My Father's Shoulders,Belle Yang,['China'],1994
84634,151829756,The Slaying of the dragon: Modern tales of the playful imagination,Franz Rottensteiner,9,1984
84636,312274920,Round Ireland With a Fridge,Tony Hawks,9,2001
84732,312421001,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,Paul Auster,9,2002
84753,312950586,Every Living Thing,James Herriot,9,1996
84791,340188022,Across the Bitter Sea,Eilis Dillon,9,1994
84792,345334930,More Momilies: As My Mother Used to Say...,Michele Slung,['Humor'],1986
84799,345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,['Fiction'],1996
84887,373484224,Stanislaski Brothers (Silhouette Promo),Nora Roberts,['Fiction'],2000
84985,373484410,Time And Again,Nora Roberts,['Fiction'],2001
85079,375507507,Don't Let's Go to the Dogs Tonight: An African Childhood,ALEXANDRA FULLER,['Biography & Autobiography'],2001
85095,375707972,The Reader,Bernhard Schlink,['Fiction'],1999
85449,380018179,The Thorn Birds,Colleen McCullough,['Fiction'],1978
85665,380599236,Spring Moon: A Novel of China,Bette Lord,['Fiction'],1982
85700,385315279,The Fiery Cross,Diana Gabaldon,['Fiction'],2001
85734,385491085,Lady Oracle,MARGARET ATWOOD,['Fiction'],1998
85755,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,9,1998
86096,394557433,Gift From The Sea,Anne Morrow Lindbergh,9,1986
86109,394743180,A room with a view,E. M Forster,9,1986
86123,039607412X,Masterpieces of murder,Agatha Christie,['Detective and mystery stories'],1977
86128,425082202,Mister Rogers Talks With Parents,Fred Rogers,9,1985
86129,425195899,Irish Born,Nora Roberts,9,2003
86147,440215234,At Weddings and Wakes,Alice McDermott,9,1993
86162,440215978,Land of Hope (Ellis Island),Joan Lowery Nixon,9,1993
86165,440221595,The Glass Lake,Maeve Binchy,9,1996
86310,044022425X,Drums of Autumn,DIANA GABALDON,['Fiction'],1997
86381,440235162,The Smoke Jumper,Nicholas Evans,9,2002
86560,440401224,The Peppermint Pig (Yearling Classic),Nina Bawden,9,1988
86561,440514428,Cold Sassy Tree,Olive Ann Burns,['Bildungsromans'],1986
86627,446344109,Name of the Rose,Umberto Eco,['Monastic and religious life'],1986
86644,446606812,Message in a Bottle,Nicholas Sparks,['Fiction'],1999
87013,446611867,A Bend in the Road,Nicholas Sparks,9,2002
87263,449212602,The Handmaid's Tale,Margaret Atwood,['British and Irish fiction (Fictional works by one author).'],1989
87536,449230279,Good Grief Charlie Brown and for Love of Peanuts (Peanuts Double),Charles M. Schulz,9,1979
87537,449700712,Diceys Song,Cynthia Voigt,['Brothers and sisters'],1984
87547,451135989,French Lieutenant Woman,John Fowles,['Fiction'],1981
87553,452265347,The Piano Lesson (Plume Drama),August Wilson,['Drama'],1990
87562,460876171,The Wings of the Dove (Everyman Paperback Classics),Henry James,9,1997
87564,051509465X,Dancing On My Grave Gelsey Kirkland,Gelsey Kirkland,['Ballet dancers'],1987
87579,051512768X,The Orchid Hunter,Jill Marie Landis,['Fiction'],2000
87604,515135062,Three Fates,Nora Roberts,9,2004
87746,517395754,Four Complete Lord Peter Wimsey Novels,Dorothy L. Sayers,9,1982
87750,517556278,Mammoth Hunters (Earth's Children),Jean M. Auel,['Fiction'],1990
87798,517580497,Plains of Passage (Earth's Children),Jean M. Auel,['Fiction'],1990
87845,553205587,Lord God Made Them All,James Herriot,9,1982
87877,553205757,Housekeeping,Marilynn Robinson,9,1982
87885,553206575,The Crucible,Arthur Miller,9,1980
87890,553211013,Madame Bovary,Gustave Flaubert,9,1982
87898,553247921,Hiroshima,John Hersey,['Atomic bomb'],1984
87902,553255851,Where the Red Fern Grows,Wilson Rawls,['Dogs'],1984
87916,553258001,The Cider House Rules,John Irving,9,1986
88006,553258656,House of Spirits,Isabel Allende,"['Authors, Chilean']",1986
88019,553272586,Farewell to Manzanar: A True Story of Japanese American Experience During and  After the World War II Internment,Jeanne W. Houston,['Juvenile Nonfiction'],1983
88072,553290207,"In Lane Three, Alex Archer",Tessa Duder,['Juvenile Fiction'],1991
88074,553561278,For the Sake of Elena,Elizabeth George,['Fiction'],1993
88122,553569074,Wouldn't Take Nothing for My Journey Now,Maya Angelou,['Biography & Autobiography'],1994
88173,553571656,The Beekeeper's Apprentice,LAURIE R. KING,['Fiction'],1996
88247,553572997,The Alienist,Caleb Carr,9,1995
88556,553801945,"The Game (King, Laurie R)",LAURIE R. KING,['Fiction'],2004
88569,590445561,Anne of Avonlea,L.M. Montgomery,9,1991
88575,618260307,The Hobbit: Or There and Back Again,J. R. R. Tolkien,9,2002
88585,067081976X,Leaving Home/a Collection of Lake Wobegon Stories,Garrison Keillor,['Fiction'],1987
88633,670869902,How Stella Got Her Groove Back,Terry McMillan,['Fiction'],1996
88703,067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,['Fiction'],2002
88805,671415948,HICKRY DICKRY DETH,Agatha Christie,"['Detective and mystery stories, English']",1981
88808,671641778,Firebrand,Marion Zimmer Bradley,['Fiction'],1987
88819,671644475,The Conquest,Jude Deveraux,['Fiction'],1991
88853,671689711,The Duchess,Jude Deveraux,['Fiction'],1991
88864,671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,['Character'],1990
89007,679004785,"Fodor's Exploring London, 4th Edition (Fodor's Exploring London)",Christopher Catling,9,2000
89008,679457313,The God of Small Things,Arundhati Roy,['Fiction'],1997
89071,068416325X,The GREAT GATSBY (Scribner Classic),F. Scott Fitzgerald,9,1979
89106,684174685,THIS SIDE OF PARADISE (Scribner Classic),F. Scott Fitzgerald,9,1982
89111,684825821,On Her Own Ground : The Life and Times of Madam C.J. Walker,A'Lelia Bundles,9,2001
89115,068713286X,Forty Four Ways to Expand the Financial Base of Your Congregation,Lyle E. Schaller,['Religion'],1989
89116,743457943,Trading Places,Fern Michaels,['Fiction'],2003
89174,786000988,Highland Fling,Amanda Scott,['Fiction'],1995
89176,786866276,Mother of Pearl,Melinda Haynes,9,1999
89248,804114986,The Bonesetter's Daughter,Amy Tan,9,2002
89505,805008950,Tracks,Louise Erdrich,['Fiction'],1988
89515,849995299,One Incredible Moment Celebrating The Majesty Of The Manger,Max Lucado,['Religion'],2001
89520,871564599,"The War Against the Greens: The \Wise-Use\"" Movement, the New Right, and Anti-Environmental Violence""",David Helvarg,['Social Science'],1994
89521,892964049,Flight of a Witch,Ellis Peters,9,1991
89525,898700744,Prayer,Hans Von Balthasar,['Religion'],1986
89527,942257324,The Earth House,Jeanne Duprau,['Dwellings'],1992
89529,096444724X,Peace Corps - The Great Adventure: Volunteer Stories of Life Overseas,Peace Corps,9,1999
89532,1571740252,Conversations With God: An Uncommon Dialogue/Book 1,Neale Donald Walsch,9,1995
89534,1904301088,The Raggy Boy Trilogy,Patrick Galvin,['Cork (Ireland : County)'],2002
89539,8423995801,La casa de Bernarda Alba,Federico Garcia Lorca,['Fiction'],1997
89543,140266771,Larry's Party,Carol Shields,['Fiction'],1998
89566,015644450X,In Love & Trouble: Stories of Black Women,Alice Walker,['African American fiction'],1974
89582,679723420,Pale Fire: A Novel (Vintage International),Vladimir Vladimirovich Nabokov,9,1989
89601,441004016,The Anubis Gates,Tim Powers,['Fiction'],1997
89619,671500546,The Vulcan Academy Murders,Jean Lorrah,['Life on other planets'],1984
89628,140620338,Picture of Dorian Gray,Oscar Wilde,9,1994
89673,460878263,Samuel Taylor Coelridge (Everyman Poetry Library),John Beer,9,1997
89674,3257061269,Der Alchimist.,Paulo Coelho,['Alchemists'],2003
89707,3404126661,"Suche Hose, biete Rock.",Annegrit Arens,9,1997
89710,3453088433,Das Druidentor.,Wolfgang Hohlbein,9,2002
89727,3453177622,Zeit im Wind.,Nicholas Sparks,9,2000
89741,3453199766,Vielleicht lieber morgen.,Stephen Chbosky,9,2001
89744,3453210999,Das Lied der alten Steine.,Barbara Erskine,9,2002
89746,3453863593,Shadowrun. Deutschland in den Schatten.,Hans Joachim Alpers,9,2003
89751,3499108518,Der Fanger Im Roggen,Jerome D. Salinger,9,1966
89771,3518367064,Demian. Die Geschichte von Emil Sinclairs Jugend.,Hermann Hesse,9,1974
89783,3746670144,"Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer",Claudia von Zglinicki,9,1995
89784,373057296,"Midsummer Madness (Silhouette Desire, No 729)",Christine Rimmer,9,1992
89787,373058446,"Hand Of An Angel (Silhouette Desire, No 844)",BJ James,9,1994
89788,373092237,Black Knight,Carole Halston,9,1985
89789,373257074,"Between The Sheets (Harlequin Temptation, No 607)",Mallory Rush,9,1996
89794,425137015,Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love: A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L,Linda Lael Miller,['Fiction'],1997
89797,441001335,The Callahan Touch,Spider Robinson,['Fiction'],1996
89804,441435351,Kent Montana and the Really Ugly Thing from Mars,Lionel Fenn,['Fiction'],1990
89807,451450604,The Union Forever (Lost Regiment (Numbered)),William Forstchen,['Fiction'],1997
89810,451454677,Caverns of Socrates,Dennis L. McKiernan,['Fiction'],1996
89814,553572490,Vice,Jane Feather,['Fiction'],1996
89830,553576976,West of Dodge,LOUIS L'AMOUR,9,1997
89840,6276199,Alien at St Wilfred's,Adrian Plass,['Religion'],1999
89842,000649840X,Angelas Ashes,Frank Mccourt,9,1994
89931,60907894,Crossing the Water,Sylvia Plath,['Fiction'],1980
89933,99771519,Memoirs of a Geisha Uk,Arthur Golden,['Geishas'],1994
90096,014018371X,Nostromo a Tale of the Seaboard (Penguin Great Books of the 20th Century),Joseph Conrad,9,1990
90100,140304770,A Wizard of Earthsea (Pelican Books),Ursula K. Le Guin,['Juvenile Fiction'],1971
90123,140431268,Far from the Madding Crowd (Penguin Classics),Thomas Hardy,9,1989
90138,014044503X,The Sorrows of Young Werther (Penguin Classics),Johann Wolfgang Von Goethe,['Fiction'],1989
90140,192860925,The Selfish Gene,Richard Dawkins,['Literary Criticism'],1990
90155,349103232,The crow road,Iain Banks,9,1993
90181,380817705,The Sandman: Book of Dreams,Neil Gaiman,['Fiction'],2002
90200,451197003,The Man in the Iron Mask (Signet Regency Romance),Alexandre Dumas,['Fiction'],1998
90224,486265862,Who Were the Pharaohs?: A History of Their Names With a List of Cartouches,Stephen Quirke,['History'],1991
90225,551030682,"Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4",Adrian Plass,['Christian fiction'],1997
90226,551031085,Stress Family Robinson 2,Adrian Plass,['Fiction'],2000
90227,551031123,Why I Follow Jesus,Adrian Plass,['Religion'],2000
90228,551032510,Colours of Survival,Adrian Plass,['Literary Collections'],2000
90229,571197779,Life Is Elsewhere,Milan Kundera,9,2000
90230,571200389,Golden Gate,Vikram Seth,9,1994
90240,679745653,Breakfast at Tiffany's: And Three Stories (First Vintage International),Truman Capote,['Christmas stories'],1993
90279,785107649,Dark Phoenix Returns (Backpack Marvels),Marvel Books,9,2000
90281,785268480,Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,Darrell Scott,['Biography & Autobiography'],2000
90292,851707777,"Metropolis (Bfi Film Classics, 54)",Thomas Elsaesser,['Performing Arts'],2000
90293,1576832899,The Message: The Bible in Contemporary Language,Eugene H. Peterson,9,2002
90296,1853261750,Idiot (Wordsworth Collection),Fyodor Dostoyevsky,['Fiction'],1998
90305,067102535X,"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,9,2002
90371,876855575,Ham on Rye,Charles Bukowski,['Fiction'],1982
90389,140272658,Are You Experienced?,William Sutcliffe,['Fiction'],1998
90417,330376136,Once,James Herbert,['Fairies'],2002
90436,3257250053,Die Geschichte Von Babar,Jean de Brunhoff,['Elephants'],1920
90437,3257250398,Konig Babar,Jean de Brunhoff,9,1920
90438,3257250460,Serafin und seine Wundermaschine.,Philippe Fix,"['Fantasy fiction, French']",1999
90439,3407780028,"Oh, wie schÃ?Â¶n ist Panama",Janosch,9,2001
90440,3407780117,"Komm, wir finden einen Schatz",Janosch,9,2001
90441,340780573X,Post fÃ?Â¼r den Tiger,Janosch,9,1996
90442,3407805853,Das Leben der Thiere,Janosch,9,1991
90443,3442435838,Die PrÃ?Â¼fung.,F. Paul Wilson,['German fiction'],1996
90457,3442435951,Ich schenk Dir meinen Mann.,Claudia Keller,9,1997
90467,3453132262,Die Wolfsfrau. Die Kraft der weiblichen Urinstinkte.,Clarissa Pinkola Estes,9,1997
90471,3608919724,Der kleine Taschentherapeut. In 60 Sekunden wieder o.k.,Arnold A. Lazarus,9,1999
90472,3785532237,Fear Street. Der Ferienjob. Ein rabenschwarzer Sommer. ( Ab 12 J.).,R. L. Stine,9,1998
90473,379411664X,Was ist das?,Virginia Allen Jensen,9,1993
90474,385498721,Survivor : A Novel,CHUCK PALAHNIUK,9,2000
90548,385720920,Choke,CHUCK PALAHNIUK,['Fiction'],2002
90642,972948503,Gifted Trust,John Paul Allen,['Fiction'],2003
90644,2070372294,Le Coq De Bruygre (Folio Ser; No. 1229)),Tournier,9,1987
90647,2264030542,Retour Ã?Â  Brooklyn,Hubert Selby,9,1999
90649,29087104,HISTORY OF THE SOUTHERN CONFEDERACY,Clement Eaton,['History'],1965
90650,30615321,"Ask for May, Settle for June (A Doonesbury book)",G. B. Trudeau,9,1982
90652,140099832,Lake Wobegon Days,Garrison Keillor,9,1990
90692,140390693,Little Women (Penguin Classics),Louisa May Alcott,9,1989
90710,226726770,"The Cholera Years: The United States in 1832, 1849, and 1866",Charles Rosenberg,['Medical'],1987
90712,312140940,Wonder Boys : A Novel (Bestselling Backlist),Michael Chabon,['Fiction'],1995
90752,316107417,Happy Trails,Berke Breathed,['Humor'],1990
90771,316929190,All Too Human : A Political Education,George Stephanopoulos,['Biography & Autobiography'],1999
90806,345285549,Elfstones of Shannara,Terry Brooks,['Fiction'],1990
90859,345290240,Sword of Shannara,Terry Brooks,9,1980
90870,345297687,Ship Who Sang,Anne McCaffrey,9,1979
90876,345301870,"Ogre, Ogre",Piers Anthony,9,1982
90900,345307674,Return of the Jedi (Star Wars),James Kahn,['Fiction'],1983
90941,345331605,Dragonsdawn,Anne McCaffrey,['Fiction'],1988
90948,345334515,From Sea to Shining Sea,James Alexander Thom,9,1986
90953,345368940,The Dolphins of Pern,Anne McCaffrey,9,1994
90972,375724575,The Family Orchard,Nomi Eve,9,2001
90995,380754843,Wayside School is Falling Down,Louis Sachar,['Juvenile Fiction'],1990
91035,385314744,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,['Humor'],1996
91085,394312066,Ordeal by fire: The Civil War and Reconstruction,James M McPherson,9,1982
91086,425050750,War of the Worlds,H. G. Wells,['Imaginary wars and battles'],1981
91088,425050807,Beneath an Opal Moon,Eric Van Lustbader,['Fantasy'],1982
91090,425071421,Stranger in a Strange Land,Robert A. Heinlein,9,1984
91092,439404371,The Thief Lord,Cornelia Funke,9,2002
91184,440154731,Jailbird,Kurt Vonnegut,9,1992
91194,440224624,The Loop,Nicholas Evans,['Fiction'],1999
91369,044100962X,Myth-Ion Improbable (Myth Books),Robert Asprin,['Fiction'],2002
